CIFAR-10
BIM, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,0.7217,64.6869,20,20.0,0.1,True
l2,0.7253,69.3717,90,20.0,0.02,True
l2,0.7285,68.5613,50,20.0,0.04,True
l2,0.7315,80.4729,700,20.0,0.002,True
l2,0.7404,32.4600,3,20.0,0.4,True
l2,0.7457,56.7385,9,20.0,0.2,True
l2,0.7559,45.4374,5,20.0,0.3,True
l2,0.7594,71.1368,70,20.0,0.03,True
l2,0.7655,72.3024,100,20.0,0.02,True
l2,0.7858,59.8246,10,20.0,0.2,True
l2,0.7958,73.1794,60,20.0,0.04,True
l2,0.7971,84.1252,800,20.0,0.002,True
l2,0.7974,9.8024,1,20.0,0.8,True
l2,0.8092,74.3339,80,20.0,0.03,True
l2,0.8135,78.4969,200,20.0,0.01,True
l2,0.8299,50.9658,6,20.0,0.3,True
l2,0.8544,76.8095,70,20.0,0.04,True
l2,0.8556,77.4534,90,20.0,0.03,True
l2,0.8584,87.2114,900,20.0,0.002,True
l2,0.8590,41.1856,4,20.0,0.4,True
l2,0.8725,75.3774,30,20.0,0.1,True
l2,0.8944,55.8504,7,20.0,0.3,True
l2,0.8991,79.8734,100,20.0,0.03,True
l2,0.9071,80.0511,80,20.0,0.04,True
l2,0.9137,89.6314,1000,20.0,0.002,True
l2,0.9319,82.3823,150,20.0,0.02,True
l2,0.9536,59.7802,8,20.0,0.3,True
l2,0.9554,82.4378,90,20.0,0.04,True
l2,0.9625,48.8344,5,20.0,0.4,True
l2,0.9926,81.9938,40,20.0,0.1,True
l2,0.9974,84.3694,100,20.0,0.04,True
l2,0.9993,87.8774,300,20.0,0.01,True
l2,1.0111,63.3770,9,20.0,0.3,True
l2,1.0135,92.7509,1200,20.0,0.002,True
l2,1.0530,54.5071,6,20.0,0.4,True
l2,1.0554,87.1115,200,20.0,0.02,True
l2,1.0623,66.4187,10,20.0,0.3,True
l2,1.0875,78.3415,20,20.0,0.2,True
l2,1.0926,86.0124,50,20.0,0.1,True
l2,1.1006,94.8934,1400,20.0,0.002,True
l2,1.1341,59.5915,7,20.0,0.4,True
l2,1.1355,92.1514,400,20.0,0.01,True
l2,1.1418,25.1554,2,20.0,0.8,True
l2,1.1545,90.2642,250,20.0,0.02,True
l2,1.1738,96.0591,1600,20.0,0.002,True
l2,1.1788,88.6878,60,20.0,0.1,True
l2,1.1953,90.5861,200,20.0,0.03,True
l2,1.2080,64.0653,8,20.0,0.4,True
l2,1.2373,92.4067,300,20.0,0.02,True
l2,1.2391,96.9583,1800,20.0,0.002,True
l2,1.2434,94.4605,500,20.0,0.01,True
l2,1.2543,90.5861,70,20.0,0.1,True
l2,1.2768,67.2291,9,20.0,0.4,True
l2,1.2968,97.5577,2000,20.0,0.002,True
l2,1.3033,86.6563,30,20.0,0.2,True
l2,1.3079,92.9174,200,20.0,0.04,True
l2,1.3104,93.8943,350,20.0,0.02,True
l2,1.3226,92.0404,80,20.0,0.1,True
l2,1.3319,95.7926,600,20.0,0.01,True
l2,1.3414,70.8925,10,20.0,0.4,True
l2,1.3490,98.0240,2200,20.0,0.002,True
l2,1.3773,94.8268,400,20.0,0.02,True
l2,1.3862,93.0173,90,20.0,0.1,True
l2,1.3905,94.6603,300,20.0,0.03,True
l2,1.3959,98.2682,2400,20.0,0.002,True
l2,1.4060,36.4232,3,20.0,0.8,True
l2,1.4099,96.8028,700,20.0,0.01,True
l2,1.4178,98.3459,2500,20.0,0.002,True
l2,1.4368,95.6261,450,20.0,0.02,True
l2,1.4382,98.3903,2600,20.0,0.002,True
l2,1.4444,93.7611,100,20.0,0.1,True
l2,1.4629,84.3917,20,20.0,0.3,True
l2,1.4729,90.7194,40,20.0,0.2,True
l2,1.4781,98.5901,2800,20.0,0.002,True
l2,1.4785,97.4356,800,20.0,0.01,True
l2,1.4910,96.4809,500,20.0,0.02,True
l2,1.5146,98.6679,3000,20.0,0.002,True
l2,1.5245,95.9480,300,20.0,0.04,True
l2,1.5408,97.8020,900,20.0,0.01,True
