ImageNet, 1000
BIM, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,464.0884,99.1655,246,50.0,0.05,False
l2,465.6166,99.1655,247,50.0,0.05,False
l2,467.1489,99.1655,248,50.0,0.05,False
l2,468.7793,99.1655,249,50.0,0.05,False
l2,470.2201,99.1655,250,50.0,0.05,False
l2,485.2721,99.1655,2500,50.0,0.005,False
l2,546.1862,99.1655,300,50.0,0.05,False
l2,567.9444,99.1655,3000,50.0,0.005,False
l2,648.3077,99.1655,3500,50.0,0.005,False
l2,689.8709,99.1655,400,50.0,0.05,False
l2,726.6243,99.1655,4000,50.0,0.005,False
l2,803.1774,99.1655,4500,50.0,0.005,False
l2,824.6678,99.1655,500,50.0,0.05,False
l2,878.1328,99.1655,5000,50.0,0.005,False
l2,952.8411,99.1655,600,50.0,0.05,False
l2,1075.5162,99.1655,700,50.0,0.05,False
l2,1192.9214,99.1655,800,50.0,0.05,False
l2,1307.5935,99.1655,900,50.0,0.05,False
l2,1417.5307,99.1655,1000,50.0,0.05,False

ImageNet, 1000
BIM, targeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,0.0000,0.0000,5,50.0,0.005,True
l2,0.0000,0.0000,10,50.0,0.005,True
l2,0.0000,0.0000,15,50.0,0.005,True
l2,0.0000,0.0000,20,50.0,0.005,True
l2,7.1619,0.1001,25,50.0,0.005,True
l2,8.5887,0.1001,30,50.0,0.005,True
l2,10.0123,0.1001,35,50.0,0.005,True
l2,11.4345,0.1001,40,50.0,0.005,True
l2,12.8549,0.1001,45,50.0,0.005,True
l2,14.2733,0.1001,50,50.0,0.005,True
l2,14.2746,0.1001,5,50.0,0.05,True
l2,15.6886,0.1001,55,50.0,0.005,True
l2,17.0999,0.1001,60,50.0,0.005,True
l2,18.5097,0.1001,65,50.0,0.005,True
l2,19.9154,0.1001,70,50.0,0.005,True
l2,21.1520,0.2002,75,50.0,0.005,True
l2,22.5358,0.2002,80,50.0,0.005,True
l2,23.8447,0.3003,85,50.0,0.005,True
l2,25.2087,0.3003,90,50.0,0.005,True
l2,26.5695,0.3003,95,50.0,0.005,True
l2,27.7564,0.4004,10,50.0,0.05,True
l2,27.7635,0.4004,100,50.0,0.005,True
l2,30.4005,0.4004,110,50.0,0.005,True
l2,33.0931,0.5005,120,50.0,0.005,True
l2,35.6758,0.5005,130,50.0,0.005,True
l2,37.6964,0.7007,140,50.0,0.005,True
l2,40.0555,0.9009,15,50.0,0.05,True
l2,40.0950,0.9009,150,50.0,0.005,True
l2,42.2817,1.0010,160,50.0,0.005,True
l2,44.6156,1.2012,170,50.0,0.005,True
l2,46.7856,1.6016,180,50.0,0.005,True
l2,49.0407,1.7017,190,50.0,0.005,True
l2,51.0277,2.0020,200,50.0,0.005,True
l2,51.1963,1.7017,20,50.0,0.05,True
l2,61.8544,4.2042,25,50.0,0.05,True
l2,72.5742,7.3073,30,50.0,0.05,True
l2,72.9219,7.8078,300,50.0,0.005,True
l2,83.1530,11.2112,35,50.0,0.05,True
l2,93.0498,15.0150,40,50.0,0.05,True
l2,93.3956,16.0160,400,50.0,0.005,True
l2,103.1140,19.1191,45,50.0,0.05,True
l2,112.1697,23.5235,50,50.0,0.05,True
l2,112.7707,24.0240,500,50.0,0.005,True
l2,121.6669,28.2282,55,50.0,0.05,True
l2,131.1692,33.9339,60,50.0,0.05,True
l2,131.9031,34.8348,600,50.0,0.005,True
l2,139.9009,39.5395,65,50.0,0.05,True
l2,149.1301,46.1461,70,50.0,0.05,True
l2,150.1972,47.2472,700,50.0,0.005,True
l2,158.0223,50.7508,75,50.0,0.05,True
l2,166.8093,55.1552,80,50.0,0.05,True
l2,168.2419,56.2563,800,50.0,0.005,True
l2,174.9913,58.1582,85,50.0,0.05,True
l2,183.3099,63.3634,90,50.0,0.05,True
l2,184.9641,64.5646,900,50.0,0.005,True
l2,191.5279,67.2673,95,50.0,0.05,True
l2,199.5813,71.3714,100,50.0,0.05,True
l2,201.6648,72.3724,1000,50.0,0.005,True
l2,215.3266,76.8769,110,50.0,0.05,True
l2,230.3078,80.7808,120,50.0,0.05,True
l2,244.8013,85.2853,130,50.0,0.05,True
l2,258.6589,88.3884,140,50.0,0.05,True
l2,272.1848,91.1912,150,50.0,0.05,True
l2,284.8525,93.7938,160,50.0,0.05,True
l2,296.5925,94.9950,170,50.0,0.05,True
l2,307.7805,95.9960,180,50.0,0.05,True
l2,318.2260,96.8969,190,50.0,0.05,True
l2,328.0983,97.4975,200,50.0,0.05,True
l2,368.2882,98.9990,250,50.0,0.05,True
l2,396.4129,99.6997,300,50.0,0.05,True
l2,416.0738,99.8999,350,50.0,0.05,True
l2,430.3299,100.0000,400,50.0,0.05,True
