MNIST
PGD, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,0.3000,0.2429,1600,0.3,0.02,True
l2,0.4000,0.3312,400,0.4,0.02,True
l2,0.4000,0.3312,800,0.4,0.02,True
l2,0.4000,0.3312,1000,0.4,0.02,True
l2,0.4000,0.3312,1200,0.4,0.02,True
l2,0.4000,0.3312,1600,0.4,0.02,True
l2,0.4500,0.3974,1600,0.45,0.02,True
l2,0.5000,0.4747,200,0.5,0.02,True
l2,0.5000,0.4747,400,0.5,0.02,True
l2,0.5000,0.4747,800,0.5,0.02,True
l2,0.5000,0.4747,1000,0.5,0.02,True
l2,0.5000,0.4747,1200,0.5,0.02,True
l2,0.5000,0.4747,1600,0.5,0.02,True
l2,0.6000,0.6182,400,0.6,0.02,True
l2,0.6000,0.6182,600,0.6,0.02,True
